;;;;;;;;;;;;;;;;;;;;;;
id;APPROVAL;AUDIT RESULT;SCORE P/N;CERTYFICATE;COLLABORATION;KLIENT;DELIVERY SCHEDULES;ID_SAP;NUMBER OF INTERFERENCE;LOCATION;PPM PERFORMANCE ;ZAKLAD;PSCR;NAME OF THE PART;PART NUMBER;;;;SUPPLIER;PART CLASIFICATION;;
160;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846MCA GN.CZ.PARK.WEWN. DX ZD.T. K.372;735620915/372;;;;BUDCHEM;B;;
161;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846MCA GN.CZ.PARK.WEWN. DX ZD.T. K.608;735620915/608;;;;BUDCHEM;B;;
162;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846MCA GN.CZ.PARK.WEWN. DX ZD.T. K.612;735620915/612;;;;BUDCHEM;B;;
163;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846MCA GN.CZ.PARK.WEWN. DX ZD.T. K.676;735620915/676;;;;BUDCHEM;B;;
164;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846MCA GN.CZ.PARK.WEWN. DX ZD.T. K.682;735620915/682;;;;BUDCHEM;B;;
165;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846MCA GN.CZ.PARK.WEWN. DX ZD.T. K.687;735620915/687;;;;BUDCHEM;B;;
166;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846MCA GN.CZ.PARK.WEWN. DX ZD.T. K.689;735620915/689;;;;BUDCHEM;B;;
167;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846MCA GN.CZ.PARK.WEWN. DX ZD.T. K.695;735620915/695;;;;BUDCHEM;B;;
168;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846MCA GN.CZ.PARK.WEWN. DX ZD.T. K.735;735620915/735;;;;BUDCHEM;B;;
169;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846MCA GN.CZ.PARK.WEWN. DX ZD.T. K.876;735620915/876;;;;BUDCHEM;B;;
170;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846MCA GN.CZ.PARK.WEWN. SX ZD.T. K.111;735620916/111;;;;BUDCHEM;B;;
171;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846MCA GN.CZ.PARK.WEWN. SX ZD.T. K.227;735620916/227;;;;BUDCHEM;B;;
172;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846MCA GN.CZ.PARK.WEWN. SX ZD.T. K.268;735620916/268;;;;BUDCHEM;B;;
173;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846MCA GN.CZ.PARK.WEWN. SX ZD.T. K.323;735620916/323;;;;BUDCHEM;B;;
174;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846MCA GN.CZ.PARK.WEWN. SX ZD.T. K.372;735620916/372;;;;BUDCHEM;B;;
175;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846MCA GN.CZ.PARK.WEWN. SX ZD.T. K.608;735620916/608;;;;BUDCHEM;B;;
176;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846MCA GN.CZ.PARK.WEWN. SX ZD.T. K.612;735620916/612;;;;BUDCHEM;B;;
177;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846MCA GN.CZ.PARK.WEWN. SX ZD.T. K.676;735620916/676;;;;BUDCHEM;B;;
178;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846MCA GN.CZ.PARK.WEWN. SX ZD.T. K.682;735620916/682;;;;BUDCHEM;B;;
179;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846MCA GN.CZ.PARK.WEWN. SX ZD.T. K.687;735620916/687;;;;BUDCHEM;B;;
180;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846MCA GN.CZ.PARK.WEWN. SX ZD.T. K.689;735620916/689;;;;BUDCHEM;B;;
181;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846MCA GN.CZ.PARK.WEWN. SX ZD.T. K.695;735620916/695;;;;BUDCHEM;B;;
182;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846MCA GN.CZ.PARK.WEWN. SX ZD.T. K.735;735620916/735;;;;BUDCHEM;B;;
183;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846MCA GN.CZ.PARK.WEWN. SX ZD.T. K.876;735620916/876;;;;BUDCHEM;B;;
184;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;312MCA LISTWA CENTRALNA K.176 (ABARTH);735633062/176;;;;BUDCHEM;B;;
185;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;312MCA LISTWA CENTRALNA K.614 (ABARTH);735633062/614;;;;BUDCHEM;B;;
186;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;312MCA LISTWA CENTRALNA K.868 (ABARTH);735633062/868;;;;BUDCHEM;B;;
187;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;312MCA LISTWA CENTRALNA K.876 (ABARTH);735633062/876;;;;BUDCHEM;B;;
188;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;312MCA LISTWA ZD.TYLNEGO K.614 (ABARTH);735633086/614;;;;BUDCHEM;B;;
189;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;312MCA LISTWA ZD.TYLNEGO K.868 (ABARTH);735633086/868;;;;BUDCHEM;B;;
190;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;312MCA LISTWA ZD.TYLNEGO(ABARTH) CZ.POD;735652456/L;;;;BUDCHEM;B;;
191;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846 CZUJNIK PARKOWANIA k.111;75844S075/111;;;;BUDCHEM;B;;
192;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846 CZUJNIK PARKOWANIA KOL.149;75844S075/149;;;;BUDCHEM;B;;
193;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846 CZUJNIK PARKOWANIA k.166;75844S075/166;;;;BUDCHEM;B;;
194;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846 CZUJNIK PARKOWANIA KOL.176;75844S075/176;;;;BUDCHEM;B;;
195;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;847 CZUJNIK PARKOWANIA KOL.196;75844S075/196;;;;BUDCHEM;B;;
196;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846 CZUJNIK PARKOWANIA k.227;75844S075/227;;;;BUDCHEM;B;;
197;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846 CZUJNIK PARKOWANIA KOL.258;75844S075/258;;;;BUDCHEM;B;;
198;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846 CZUJNIK PARKOWANIA k.268;75844S075/268;;;;BUDCHEM;B;;
199;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846 CZUJNIK PARKOWANIA k.323;75844S075/323;;;;BUDCHEM;B;;
200;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846 CZUJNIK PARKOWANIA K.369;75844S075/369;;;;BUDCHEM;B;;
201;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846 CZUJNIK PARKOWANIA KOL.372;75844S075/372;;;;BUDCHEM;B;;
202;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;847 CZUJNIK PARKOWANIA KOL.421;75844S075/421;;;;BUDCHEM;B;;
203;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846 CZUJNIK PARKOWANIA k.425;75844S075/425;;;;BUDCHEM;B;;
204;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;847 CZUJNIK PARKOWANIA k.494;75844S075/494;;;;BUDCHEM;B;;
205;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846 CZUJNIK PARKOWANIA KOL.552;75844S075/552;;;;BUDCHEM;B;;
206;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846 CZUJNIK PARKOWANIA KOL.608;75844S075/608;;;;BUDCHEM;B;;
207;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846 CZUJNIK PARKOWANIA k.612;75844S075/612;;;;BUDCHEM;B;;
208;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846 CZUJNIK PARKOWANIA KOL.676;75844S075/676;;;;BUDCHEM;B;;
209;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846 CZUJNIK PARKOWANIA KOL.682;75844S075/682;;;;BUDCHEM;B;;
210;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846 CZUJNIK PARKOWANIA KOL.687;75844S075/687;;;;BUDCHEM;B;;
211;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846 CZUJNIK PARKOWANIA KOL.689;75844S075/689;;;;BUDCHEM;B;;
212;100;100;100;100;100;STELLANTIS;100;5108654;100;100;-100;PSCPS;N/A;846 CZUJNIK PARKOWANIA k.695;75844S075/695;;;;BUDCHEM;B;;
213;100;100;100;100;100;STELLANTIS;100;5108654;100;100;-100;PSCPS;N/A;847 CZUJNIK PARKOWANIA k.708;75844S075/708;;;;BUDCHEM;B;;
214;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846 CZUJNIK PARKOWANIA KOL.712;75844S075/712;;;;BUDCHEM;B;;
215;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846 CZUJNIK PARKOWANIA KOL.735;75844S075/735;;;;BUDCHEM;B;;
216;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846 CZUJNIK PARKOWANIA KOL.866;75844S075/866;;;;BUDCHEM;B;;
217;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846 CZUJNIK PARKOWANIA KOL.876;75844S075/876;;;;BUDCHEM;B;;
218;100;100;100;100;100;STELLANTIS;100;5108654;100;100;100;PSCPS;N/A;846 CZUJNIK PARKOWANIA KOL.952;75844S075/952;;;;BUDCHEM;B;;
219;100;N/A;98;100;100;STELLANTIS;100;5101001;100;80;100;PSAPT;N/A;SPINKA GWINTOWANA;13052173;;;;CIMA;C;;
220;100;N/A;98;100;100;STELLANTIS;100;5101001;100;80;100;PSCPS;N/A;846MCA SPINKA 4,2 DO MONTAZU LOGO;LC393739;;;;CIMA;B;;
221;100;N/A;98;100;100;STELLANTIS;100;5101001;100;80;100;PSAPT;N/A;169 SPINKA GWINTOWANA M4;LC265900;;;;CIMA;C;;
222;100;N/A;94;100;100;STELLANTIS;100;5109662;100;50;100;PSAPT;N/A;169 ACTIVATED CARBON;LC396379;;;;CABOT;C;;
223;100;N/A;98;100;100;STELLANTIS;100;5100571;100;80;100;PSAPT;N/A;OPASKA RURY ODPOW.WLEWU PALIWA;1/31267/70;;;;CAILLAU;C;;
224;100;N/A;98;100;100;STELLANTIS;100;5100571;100;80;100;PSAPT;N/A;169 OPASKA ##CZNIKA GUMOWEGO;1/08611/70;;;;CAILLAU;C;;
225;100;N/A;98;100;100;STELLANTIS;100;5100571;100;80;100;PSAPT;N/A;COLLARE T.14150 1/31281/70;LC227700;;;;CAILLAU;C;;
226;100;100;84;100;100;STELLANTIS;0;5107988;100;80;-100;PSAPT;N/A;LISTWA ATRAPY GORNA CHROM 846;13052774;;;;CASTELCROM;B;;
227;100;100;84;100;100;STELLANTIS;0;5107988;100;80;-100;PSAPT;N/A;LISTWA ATRAPY DOLNEJ CHROM 846;13052775;;;;CASTELCROM;B;;
228;100;100;98;100;100;STELLANTIS;100;5107988;100;80;100;PSCPS;N/A;846MCA PODSTAWA LOGO WERSJA MYA;735651741/609;;;;CASTELCROM;B;;
229;100;100;98;100;100;STELLANTIS;100;5107988;100;80;100;PSCPS;N/A;846MCA PODSTAWA LOGO MY18 CHROM CM600;735662044;;;;CASTELCROM;B;;
230;100;N/A;98;100;100;STELLANTIS;100;5109357;100;80;100;PSAPT;N/A;PP 50.60R K.417;NLS0060204;;;;CELANESE SOFTER;C;;
231;100;N/A;98;100;100;STELLANTIS;100;5109357;100;80;100;PSAPT;N/A;POM 100.65 COPOLIMERO col. naturale;NLS0040116;;;;CELANESE SOFTER;C;;
232;100;N/A;98;100;100;STELLANTIS;100;5109357;100;80;100;PSAPT;N/A;NILAMID BXP 141 (PA6 50% GF);2580000083;;;;CELANESE SOFTER;C;;
233;100;N/A;98;100;100;STELLANTIS;100;5109357;100;80;100;PSAPT;N/A;PA 220.110 AUTOEST.GR.620 20%V;N110A27000;;;;CELANESE SOFTER;C;;
234;100;N/A;98;100;100;STELLANTIS;100;5109357;100;80;100;PSAPT;N/A;PA 220.110 AUTOEST.GR.650;N110A21210;;;;CELANESE SOFTER;C;;
235;100;N/A;94;100;100;STELLANTIS;100;5104473;100;50;100;PSAPT;N/A;BARWNIK SA94132010;NLB8000303;;;;CLARIANT PLASTICS AN;B;;
236;100;N/A;94;100;100;STELLANTIS;100;5104473;100;50;100;PSAPT;N/A;BARWNIK POM KOL. ZIELONY;NLB004000Z;;;;CLARIANT PLASTICS AN;B;;
237;100;N/A;94;100;100;STELLANTIS;100;5104473;100;50;100;PSAPT;N/A;REMAFIN RED;NLB004000C;;;;CLARIANT PLASTICS AN;C;;
238;100;N/A;94;100;100;STELLANTIS;100;5104473;100;50;100;PSAPT;N/A;MASTER PP MB 1600/4 NERO;130000012;;;;CLARIANT PLASTICS AN;C;;
239;100;N/A;98;100;100;STELLANTIS;100;5103112;100;80;100;PSCPS;N/A;846 TAMPON DESKA ODM 3768;51959729;;;;CLEANING;C;;
240;100;N/A;98;100;100;STELLANTIS;100;5104566;100;80;100;PSAPT;N/A;312 TULEJKA PEDALOW ;3801990110;;;;COBRAPLAST SRL;C;;
241;100;N/A;98;100;100;STELLANTIS;100;5109760;100;80;100;PSAPT;N/A;169 ZESPOLPOMPY PALIWA BZ 4X2;52057721;;;;CONTINENTAL (VITESCO);C;;
242;100;N/A;98;100;100;STELLANTIS;100;5109760;100;80;100;PSAPT;N/A;169 ZESPOL POMPY PALIWA BZ42PL;51821919;;;;CONTINENTAL (VITESCO);C;;
243;100;N/A;98;100;100;STELLANTIS;100;5109760;100;80;100;PSAPT;N/A;169 ZESPOL POMPY PALIWA 4X4 BZ;51806983;;;;CONTINENTAL (VITESCO);C;;
244;100;N/A;98;100;100;STELLANTIS;100;5109760;100;80;100;PSAPT;N/A;169 ZESPOLPOMPY PALIWA 4X2 VENEZ;71744142;;;;CONTINENTAL (VITESCO);C;;
245;100;N/A;98;100;100;STELLANTIS;100;5109760;100;80;100;PSAPT;N/A;312 NOWA POMPA PALIWA 4X2 DS;71744143;;;;CONTINENTAL (VITESCO);C;;
246;100;N/A;98;100;100;STELLANTIS;100;5106784;100;80;100;PSCPS;N/A;ABS 85.180 CRT LUCIDA X CROMAT;N311000000;;;;COVESTRO;C;;
247;100;N/A;98;100;100;STELLANTIS;100;5106784;100;80;100;PSCPS;N/A;PC+ABS 100.450L KOL.734 AVORIO;NLS0020110;;;;COVESTRO;C;;
248;100;N/A;98;100;100;STELLANTIS;100;5106784;100;80;100;PSCPS;N/A;PC+ABS 100.450 KOL.NATURALNY;NLS0020115;;;;COVESTRO;C;;
249;100;N/A;98;100;100;STELLANTIS;100;5106784;100;80;100;PSCPS;N/A;PC 100.40 KOL.808;NLS0090003;;;;COVESTRO;C;;
250;100;N/A;100;100;100;STELLANTIS;100;5107865;100;100;100;PSAPT;N/A; ZASLEPKA KROCCA ODPOW. ZBIORNIKA PALIWA;NS0190A-AA20A;;;;DBI PLASTICS SP. Z O.O.;C;;
251;100;N/A;94;100;100;STELLANTIS;100;5104322;100;50;100;PSAPT;N/A;PA 80.400L KOL.808;NLS0030101;;;;DOMO;C;;
252;100;N/A;94;100;100;STELLANTIS;100;5104322;100;50;100;PSAPT;N/A;PA 220.110L KOL.808;NLS0030801;;;;DOMO;C;;
253;100;N/A;94;100;100;STELLANTIS;100;5104322;100;50;100;PSAPT;N/A;PA 230.120 V30 KOL.808;NLS0030901;;;;DOMO;C;;
254;100;N/A;94;100;100;STELLANTIS;100;5104322;100;50;100;PSAPT;N/A;PA-A 220.100L KOL.808;NLS0031003;;;;DOMO;C;;
255;100;N/A;94;100;100;STELLANTIS;100;5104322;100;50;100;PSAPT;N/A;PA 50.800 L NE PA 6 ESTRUSIONE;N130601102;;;;DOMO;C;;
256;100;N/A;94;100;100;STELLANTIS;100;5104322;100;50;100;PSCPS;N/A;PA 80.100C KOL.NATURALNY;NLS0030604;;;;DOMO;C;;
257;100;N/A;94;100;100;STELLANTIS;100;5104322;100;50;100;PSCPS;N/A;PA6.6/6 - GF30 BLACK;NLS0032001;;;;DOMO;C;;
258;100;N/A;100;100;100;STELLANTIS;100;5104182;100;100;100;PSAPT;N/A;ETICHETTA ADESIVA BIANCA 15X40;LC387810;;;;DRUKARNIA W&W;C;;
259;100;N/A;98;100;100;STELLANTIS;100;5109637;100;80;100;PSAPT;N/A;POM 100.65;NLS0040114;;;;DUPONT;B;;
260;100;N/A;84;100;100;STELLANTIS;0;5109637;100;80;100;PSCPS;N/A;PA 220.110L BLACK.808;NLS0035001;;;;DUPONT;B;;
261;100;N/A;98;100;100;STELLANTIS;100;5109637;100;80;100;PSAPT;N/A;PA 80.100L KOL.NERO;NLS0030601;;;;DUPONT;B;;
262;100;N/A;100;100;100;STELLANTIS;100;15000246;100;80;100;PSAPT;N/A;feltrino zona molletta;13051133;;;;EDILCHIMICA;STELLANTIS;;
263;100;N/A;0;100;100;STELLANTIS;100;15000246;100;80;100;PSAPT;N/A;Feltrino superiore zona tendina;13052128;;;;EDILCHIMICA;STELLANTIS;;
264;100;N/A;0;100;100;STELLANTIS;100;15000246;100;80;100;PSAPT;N/A;Feltrino inferiore zona tendina;13052127;;;;EDILCHIMICA;STELLANTIS;;
265;100;N/A;0;100;100;STELLANTIS;100;15000246;100;80;100;PSAPT;N/A;Tampone;13051132;;;;EDILCHIMICA;STELLANTIS;;
266;100;N/A;0;100;100;STELLANTIS;100;15000246;100;80;100;PSAPT;N/A;Insonorizzante DX;13051131;;;;EDILCHIMICA;STELLANTIS;;
267;100;N/A;0;100;100;STELLANTIS;100;15000246;100;80;100;PSAPT;N/A;Insonorizzante SX;13051139;;;;EDILCHIMICA;STELLANTIS;;
268;100;N/A;0;100;100;STELLANTIS;100;15000246;100;80;100;PSAPT;N/A;Insonorizzante dx-sx ADESIVIZZATO 486x85x11;13051125;;;;EDILCHIMICA;STELLANTIS;;
269;100;N/A;0;100;100;STELLANTIS;100;15000246;100;80;100;PSAPT;N/A;Insonorizzante dx-sx ADESIVIZZATO 486x85x11;13051129;;;;EDILCHIMICA;STELLANTIS;;
270;100;N/A;0;100;100;STELLANTIS;100;15000246;100;80;100;PSAPT;N/A;Tampone adesivizzato URS120 95 x 15 x 20;13051122;;;;EDILCHIMICA;STELLANTIS;;
271;100;N/A;0;100;100;STELLANTIS;100;15000246;100;80;100;PSAPT;N/A;Tampone adesivizzato URS120 18 x 15 x 22;13051123;;;;EDILCHIMICA;STELLANTIS;;
272;100;N/A;0;100;100;STELLANTIS;100;15000246;100;80;100;PSAPT;N/A;Insonorizzante DX senza adesivo soundproofing;884513000;;;;EDILCHIMICA;STELLANTIS;;
273;100;N/A;0;100;100;STELLANTIS;100;15000246;100;80;100;PSAPT;N/A;Insonorizzante SX senza adesivo con Nitto soundproofing;884513100;;;;EDILCHIMICA;STELLANTIS;;
274;100;N/A;0;100;100;STELLANTIS;100;15000246;100;80;100;PSAPT;N/A;Tampone 70x22 sp.22;1305859;;;;EDILCHIMICA;STELLANTIS;;
275;100;N/A;98;100;100;STELLANTIS;100;5108811;100;80;100;PSAPT;N/A;Label Finished Module;2580000472;;;;EIDOS SRL;C;;
276;100;N/A;98;100;100;STELLANTIS;100;5108811;100;80;100;PSAPT;N/A;new label;2580000472/a;;;;EIDOS SRL;A;;
277;100;N/A;98;100;100;STELLANTIS;100;5108811;100;80;100;PSAPT;N/A;1V5 nastro termico nero 55mmx500mt;MPMR234;;;;EIDOS SRL;C;;
278;100;N/A;98;100;100;STELLANTIS;100;5107295;100;80;100;PSAPT;N/A;312 SRUBA CMC;2588460062;;;;EJOT POLSKA SP. ZO.O.;C;;
279;100;N/A;100;100;100;STELLANTIS;100;5104337;100;100;100;PSAPT;N/A;169 PLOZA MOCUJACA ODM2149;LC384400;;;;ELEKTROMETAL;B;;
280;100;N/A;100;100;100;STELLANTIS;100;5106366;100;100;100;PSAPT;N/A;TARGHET. TAB. 19310 1/28550/9;LC277900;;;;ETICOD;C;;
281;100;N/A;98;100;100;STELLANTIS;100;51000170;100;80;100;PSAPT;N/A;164 ANELLO TENUTA TAB. 14618;LC800027;;;;ETTER SAS;B;;
282;100;N/A;100;100;100;STELLANTIS;100;5107373;100;100;100;PSCPS;N/A;846 SWORZEN ZAWIASOW KLAPY SCHOWKA;51837916;;;;EUROFIX POLSKA SP. ZO. O.;C;;
283;100;N/A;100;100;100;STELLANTIS;100;5107373;100;100;-100;PSCPS;N/A;846MCA SPINKA POD WKRET 4.8;51979207;;;;EUROFIX POLSKA SP. ZO. O.;C;;
284;100;N/A;100;100;100;STELLANTIS;100;5107373;100;100;100;PSCPS;N/A;312MCA NITOWKRET Z TWORZYWA 4 x 25;LC391601;;;;EUROFIX POLSKA SP. ZO. O.;C;;
285;100;N/A;100;100;100;STELLANTIS;100;5107373;100;100;100;PSCPS;N/A;8R0.853.909.A CLIP C/GUARNIZIONE P30286;881909800;;;;EUROFIX POLSKA SP. ZO. O.;A;;
286;100;N/A;100;100;100;STELLANTIS;100;5107373;100;100;100;PSCPS;N/A;03648A CLIP LISI;881918100;;;;EUROFIX POLSKA SP. ZO. O.;A;;
287;100;N/A;100;100;100;STELLANTIS;100;5107373;100;100;100;PSAPT;N/A;250 KOLEK KULISTY;LC310002300;;;;EUROFIX POLSKA SP. ZO. O.;C;;
288;100;N/A;100;100;100;STELLANTIS;100;5107373;100;100;100;PSAPT;N/A;VITE A-TBIC TAB.10631;15903870;;;;EUROFIX POLSKA SP. ZO. O.;C;;
289;100;N/A;100;100;100;STELLANTIS;100;5107373;100;100;100;PSAPT;N/A;312 AB TULEJKA 7X9X38;LC393163;;;;EUROFIX POLSKA SP. ZO. O.;B;;
290;100;N/A;100;100;100;STELLANTIS;100;5107373;100;100;100;PSAPT;N/A; 2504 Spinka pod ?ub?M6;51820108;;;;EUROFIX POLSKA SP. ZO. O.;C;;
291;100;N/A;100;100;100;STELLANTIS;100;5107373;100;100;100;PSAPT;N/A;SRUBA M6  dis51918601;13052822;;;;EUROFIX POLSKA SP. ZO. O.;C;;
292;100;N/A;100;100;100;STELLANTIS;100;5107373;100;100;100;PSAPT;N/A;WKRET 18X24  dis51810310 ;13052823;;;;EUROFIX POLSKA SP. ZO. O.;C;;
293;100;N/A;100;100;100;STELLANTIS;100;5107373;100;100;100;PSAPT;N/A;SEEGER;1/61609/71;;;;EUROFIX POLSKA SP. ZO. O.;C;;
294;100;N/A;100;100;100;STELLANTIS;100;5107373;100;100;100;PSCPS;N/A;8R0.853.909.A KLIP Z USZCZELKA P30286;881909800;;;;EUROFIX POLSKA SP. ZO. O.;C;;
295;100;N/A;100;100;100;STELLANTIS;100;5107373;100;100;100;PSAPT;N/A;TULEJKA ;2581v50002;;;;EUROFIX POLSKA SP. ZO. O.;C;;
296;100;N/A;100;100;100;STELLANTIS;100;5107373;100;100;100;PSAPT;N/A;SWORZEN ;2581v50008;;;;EUROFIX POLSKA SP. ZO. O.;C;;
297;100;N/A;100;100;100;STELLANTIS;100;5107373;100;100;100;PSAPT;N/A;nakretka ;1/25782/11;;;;EUROFIX POLSKA SP. ZO. O.;C;;
298;100;N/A;100;100;100;STELLANTIS;100;5107373;100;100;100;PSCPS;N/A;03648A SPINKA LISI;881918100;;;;EUROFIX POLSKA SP. ZO. O.;C;;
299;100;N/A;100;100;100;STELLANTIS;100;5107373;100;100;100;PSAPT;N/A;SPINKA  FX70350PH;1305367;;;;EUROFIX POLSKA SP. ZO. O.;C;;
300;100;N/A;100;100;100;STELLANTIS;100;5107373;100;100;100;PSAPT;N/A;X250 SPINKA METALOWA;1305667;;;;EUROFIX POLSKA SP. ZO. O.;C;;
301;100;N/A;100;100;100;STELLANTIS;100;5107373;100;100;100;PSAPT;N/A;312 SPINKA TABELA 12790/01;1305346;;;;EUROFIX POLSKA SP. ZO. O.;C;;
302;100;N/A;100;100;100;STELLANTIS;100;5107373;100;100;100;PSAPT;N/A;X250 SPINKA GWINTOWANA M5;1305834;;;;EUROFIX POLSKA SP. ZO. O.;C;;
303;100;N/A;98;100;100;STELLANTIS;100;5107024;100;80;100;PSAPT;N/A;PODKLADKA;1/35502/21;;;;EUROLAMEC;B;;
304;100;N/A;98;100;100;STELLANTIS;100;5100451;100;80;100;PSAPT;N/A;EVAL F101 KOLOR.808;NLE0040101;;;;EVAL EUROPE NV;C;;
305;100;100;98;100;100;STELLANTIS;100;5100180;100;80;100;PSAPT;N/A;846 BRETELLA DX COMPLETA;51836512;;;;FARA INDUSTRIALE S.R.L.;C;;
306;100;100;98;100;100;STELLANTIS;100;5100180;100;80;100;PSAPT;N/A;846 BRETELLA SX COMPLETA;51836513;;;;FARA INDUSTRIALE S.R.L.;C;;
307;100;100;98;100;100;STELLANTIS;100;5100180;100;80;100;PSAPT;N/A;Bretella DX per serbatoio 846 metano;51930211;;;;FARA INDUSTRIALE S.R.L.;C;;
308;100;N/A;98;100;100;STELLANTIS;100;5106716;100;80;100;PSAPT;N/A;169 uszczelka samoprzylepna ;LC364813;;;;FGI;B;;
309;100;N/A;98;100;100;STELLANTIS;100;5100180;100;80;100;PSAPT;N/A;1V5 Sruba ETC;2581V50021;;;;FIERA;C;;
310;100;N/A;98;100;100;STELLANTIS;100;5109839;100;80;100;PSAPT;N/A;CMC TIPO LHD 312;46337787;;;;FTE - VALEO;B;;
311;100;N/A;98;100;100;STELLANTIS;100;5109839;100;80;100;PSAPT;N/A;CMC TIPO LHD 139-846;46337786;;;;FTE - VALEO;B;;
312;100;N/A;98;100;100;STELLANTIS;100;5109839;100;80;100;PSAPT;N/A;CMC TIPO LHD 139-846;55222450;;;;FTE - VALEO;B;;
313;100;N/A;98;100;100;STELLANTIS;100;5109839;100;80;100;PSAPT;N/A;POMPA FRIZIONE 312 G.SX;55232828;;;;FTE - VALEO;B;;
314;100;N/A;98;100;100;STELLANTIS;100;5101628;100;80;100;PSAPT;N/A;312 zabezpieczenie pedaLu sprzEgLa;3801990156;;;;GAM-PLAST;B;;
315;100;N/A;98;100;100;STELLANTIS;100;5106261;100;80;100;PSAPT;N/A;846 BOCCHETTA BZ X BOCCH.NE CAPLESS;51890450;;;;GERDES GMBH;C;;
